codmun;Idade;Estupros;Espancamentos;Afogamentos
110012;0;0;0;4
110012;1;0;0;0
110012;2;0;0;0
110012;4;0;0;0
110012;5;0;0;0
110012;6;0;0;1
110012;7;0;0;0
110012;12;0;0;0
110012;13;0;0;0
110012;15;0;0;1
110012;16;0;0;0
110012;18;0;0;3
110012;19;0;0;1
110012;20;0;0;5
110012;21;0;0;1
110012;22;0;0;3
110012;23;0;0;5
110012;24;0;0;5
110012;25;0;0;1
110012;26;0;0;3
110012;27;0;0;1
110012;28;0;0;0
110012;29;0;0;1
110012;30;0;0;1
110012;31;0;0;1
110012;32;0;0;0
110012;33;0;0;2
110012;34;0;0;0
110012;35;0;0;1
110012;36;0;0;0
110012;37;0;0;2
110012;39;0;0;2
110012;40;0;0;1
110012;41;0;0;0
110012;42;0;0;1
110012;43;0;0;1
110012;44;0;0;3
110012;45;0;0;2
110012;46;0;0;1
110012;47;0;0;1
110012;48;0;0;1
110012;49;0;0;1
110012;50;0;0;0
110012;51;0;0;0
110012;52;0;0;1
110012;53;0;0;1
110012;54;0;0;0
110012;55;0;0;0
110012;56;0;0;0
110012;57;0;0;1
110012;58;0;0;0
110012;59;0;0;1
110012;60;0;0;0
110012;61;0;0;0
110012;62;0;0;0
110012;63;0;0;3
110012;64;0;0;0
110012;65;0;0;1
110012;66;0;0;0
110012;67;0;0;1
110012;68;0;0;0
110012;69;0;0;0
110012;70;0;0;0
110012;71;0;0;0
110012;72;0;0;2
110012;73;0;0;1
110012;74;0;0;0
110012;75;0;0;0
110012;76;0;0;1
110012;77;0;0;0
110012;78;0;0;0
110012;79;0;0;0
110012;80;0;0;1
110012;81;0;0;0
110012;82;0;0;0
110012;83;0;0;1
110012;84;0;0;0
110012;85;0;0;0
110012;86;0;0;0
110012;87;0;0;1
110012;88;0;0;0
110012;89;0;0;0
110012;90;0;0;0
110012;91;0;0;0
110012;92;0;0;0
110012;93;0;0;0
110012;95;0;0;0
110012;96;0;0;0
110012;99;0;0;0
110013;0;0;0;0
110013;4;0;0;0
110013;16;1;1;0
110013;18;0;1;0
110013;19;0;0;1
110013;20;1;0;0
110013;23;1;0;0
110013;26;2;0;0
110013;27;0;0;0
110013;30;1;0;0
110013;31;1;0;0
110013;34;1;0;0
110013;37;1;0;0
110013;39;1;0;0
110013;40;1;0;0
110013;41;1;0;0
110013;42;0;0;0
110013;44;1;0;0
110013;45;0;0;0
110013;46;2;0;0
110013;48;0;0;0
110013;52;1;0;0
110013;53;0;0;0
110013;55;0;0;0
110013;56;1;0;0
110013;57;0;0;0
110013;61;0;0;0
110013;62;0;0;0
110013;63;0;0;0
110013;65;0;0;0
110013;67;0;0;1
110013;68;0;0;0
110013;69;0;0;0
110013;70;0;0;0
110013;73;0;0;0
110013;77;0;0;0
110013;79;0;0;0
110013;80;0;0;0
110013;81;0;0;0
110013;83;0;0;1
110013;84;0;0;0
110013;86;0;0;0
110013;89;0;0;0
110013;93;0;0;0
110013;94;0;0;0
110013;99;0;0;0
110014;0;0;0;0
110014;20;0;1;0
110014;26;1;0;0
110014;28;1;0;0
110014;30;0;1;0
110014;34;0;1;0
110014;37;0;0;0
110014;40;0;0;0
110014;43;0;0;1
110014;44;2;0;0
110014;52;0;0;0
110014;54;0;0;0
110014;57;0;0;0
110014;58;0;0;0
110014;60;0;0;0
110014;62;0;0;0
110014;63;0;0;0
110014;64;0;0;0
110014;66;0;0;0
110014;67;0;0;0
110014;68;0;0;0
110014;69;0;0;0
110014;72;0;0;0
110014;75;0;0;0
110014;76;0;0;0
110014;78;0;0;0
110014;79;0;0;0
110014;80;0;0;0
110014;81;0;0;1
110014;82;0;0;0
110014;83;0;0;0
110014;84;0;0;0
110014;85;0;0;0
110014;87;0;0;0
110014;89;0;0;0
110014;95;0;0;0
110014;100;0;0;0
110015;0;0;0;0
110015;3;0;0;0
110015;4;0;0;0
110015;16;0;0;1
110015;17;1;0;1
110015;19;2;0;0
110015;22;0;0;0
110015;25;0;0;1
110015;27;0;0;0
110015;29;1;0;0
110015;30;0;0;0
110015;32;1;0;0
110015;36;1;1;0
110015;37;0;0;1
110015;38;1;0;0
110015;39;0;0;1
110015;41;2;0;0
110015;42;0;1;0
110015;43;0;0;1
110015;44;1;0;0
110015;46;0;0;0
110015;47;0;0;0
110015;49;0;0;0
110015;50;1;0;0
110015;51;0;0;0
110015;52;1;0;0
110015;53;0;0;1
110015;54;0;0;0
110015;55;0;0;0
110015;56;0;0;0
110015;57;1;0;0
110015;58;0;0;1
110015;59;0;0;0
110015;61;0;0;0
110015;63;0;0;0
110015;64;1;0;0
110015;65;0;0;0
110015;66;0;0;0
110015;67;0;0;0
110015;68;0;0;0
110015;69;0;0;0
110015;70;0;0;0
110015;71;0;0;0
110015;72;0;0;0
110015;73;0;0;0
110015;74;0;0;0
110015;75;0;0;0
110015;76;0;0;0
110015;77;0;0;0
110015;78;0;0;0
110015;79;0;0;1
110015;80;0;0;0
110015;81;0;0;0
110015;82;0;0;0
110015;83;0;0;0
110015;84;0;0;0
110015;85;0;0;0
110015;86;0;0;0
110015;87;0;0;0
110015;88;0;0;0
110015;90;0;0;0
110015;92;0;0;0
110015;93;0;0;0
110015;97;0;0;0
110015;102;0;0;0
110018;0;0;0;1
110018;3;0;0;0
110018;7;0;0;1
110018;10;0;0;0
110018;12;0;0;0
110018;20;0;0;1
110018;23;0;0;0
110018;24;0;0;1
110018;25;0;0;1
110018;26;0;0;1
110018;29;1;0;0
110018;30;0;0;1
110018;31;0;1;2
110018;32;1;0;0
110018;35;0;0;1
110018;36;0;0;0
110018;37;0;0;0
110018;38;0;0;0
110018;40;0;0;1
110018;41;0;0;1
110018;42;0;0;0
110018;43;0;0;0
110018;45;0;0;0
110018;46;0;0;1
110018;47;0;0;0
110018;48;1;0;1
110018;49;0;0;0
110018;50;0;0;1
110018;51;1;0;0
110018;52;1;0;0
110018;53;0;0;0
110018;58;0;0;1
110018;59;0;0;0
110018;60;0;0;0
110018;61;0;0;1
110018;62;0;0;0
110018;63;1;0;1
110018;64;0;0;0
110018;66;0;0;0
110018;67;0;0;0
110018;68;0;0;0
110018;69;0;0;0
110018;70;0;0;0
110018;71;0;0;0
110018;72;0;0;0
110018;73;0;0;0
110018;74;0;0;0
110018;75;0;1;1
110018;76;0;0;0
110018;77;0;0;0
110018;78;0;0;0
110018;80;0;0;0
110018;81;0;0;0
110018;82;0;0;0
110018;84;1;0;0
110018;85;0;0;0
110018;86;0;0;0
110018;87;0;0;0
110018;88;0;0;0
110018;89;0;0;0
110018;90;0;0;0
110018;91;0;0;0
110018;93;0;0;0
110018;95;0;0;0
110018;103;0;0;0
110020;0;0;0;0
110020;1;1;0;1
110020;2;0;0;0
110020;3;0;0;1
110020;4;0;0;0
110020;5;1;0;2
110020;6;0;0;1
110020;7;0;0;1
110020;8;0;0;0
110020;9;0;0;1
110020;10;0;0;1
110020;11;0;0;2
110020;12;0;0;0
110020;13;2;0;1
110020;14;1;1;1
110020;15;2;0;4
110020;16;7;0;1
110020;17;5;1;6
110020;18;6;2;8
110020;19;8;0;5
110020;20;12;2;6
110020;21;8;1;5
110020;22;8;0;6
110020;23;7;0;10
110020;24;8;0;6
110020;25;8;1;4
110020;26;8;0;9
110020;27;6;0;9
110020;28;2;4;2
110020;29;8;2;4
110020;30;4;4;2
110020;31;11;2;5
110020;32;5;4;7
110020;33;5;4;13
110020;34;2;2;2
110020;35;3;1;4
110020;36;7;1;3
110020;37;0;0;6
110020;38;3;1;2
110020;39;3;1;8
110020;40;3;0;5
110020;41;2;0;3
110020;42;3;0;5
110020;43;0;1;1
110020;44;3;1;6
110020;45;3;0;4
110020;46;3;0;4
110020;47;3;0;6
110020;48;3;0;3
110020;49;4;0;4
110020;50;3;0;1
110020;51;2;0;3
110020;52;2;0;4
110020;53;2;0;4
110020;54;2;0;5
110020;55;3;0;4
110020;56;0;0;1
110020;57;1;0;2
110020;58;1;0;1
110020;59;2;1;2
110020;60;0;0;2
110020;61;0;0;0
110020;62;2;0;1
110020;63;2;0;2
110020;64;0;0;4
110020;65;0;0;2
110020;66;0;0;1
110020;67;0;0;0
110020;68;0;0;1
110020;69;0;0;2
110020;70;0;0;2
110020;71;0;0;3
110020;72;0;0;1
110020;73;1;0;2
110020;74;0;0;2
110020;75;0;0;3
110020;76;2;0;1
110020;77;0;0;0
110020;78;1;0;0
110020;79;1;0;1
110020;80;1;0;1
110020;81;0;0;1
110020;82;0;0;0
110020;83;0;0;1
110020;84;0;0;0
110020;85;0;0;0
110020;86;0;0;4
110020;87;0;0;0
110020;88;0;0;0
110020;89;0;0;0
110020;90;0;0;0
110020;91;0;0;0
110020;92;0;0;0
110020;93;0;0;0
110020;94;0;0;0
110020;95;0;0;0
110020;96;0;0;0
110020;97;0;0;0
110020;98;0;0;0
110020;99;0;0;0
110020;100;0;0;0
110020;111;0;0;0
110020;115;0;0;0
110020;NA;8;0;6
110025;0;0;0;0
110025;22;0;0;0
110025;25;0;1;1
110025;26;0;0;1
110025;27;0;0;1
110025;30;0;0;1
110025;39;0;0;0
110025;49;0;0;0
110025;50;0;0;0
110025;54;0;0;0
110025;56;0;0;0
110025;57;0;0;0
110025;58;0;0;0
110025;59;1;0;0
110025;61;0;0;0
110025;63;0;0;0
110025;64;0;0;1
110025;65;0;0;0
110025;67;0;0;0
110025;68;0;0;0
110025;69;0;0;0
110025;70;0;0;0
110025;71;0;0;1
110025;72;0;0;0
110025;74;0;0;0
110025;75;0;0;0
110025;76;0;0;0
110025;77;0;0;0
110025;78;0;0;0
110025;79;0;0;0
110025;80;0;0;0
110025;81;0;0;0
110025;82;0;0;0
110025;83;0;0;0
110025;84;0;0;0
110025;85;0;0;0
110025;86;0;0;0
110025;87;0;0;0
110025;88;0;0;0
110025;89;0;0;0
110025;91;0;0;0
110025;92;0;0;0
110025;100;0;0;0
110025;NA;0;0;0
110026;34;1;0;0
110026;52;1;0;0
110026;55;0;0;0
110026;71;1;0;0
110026;75;1;0;0
110026;77;0;0;0
110026;78;0;0;0
110026;89;0;0;0
110028;0;0;0;0
110028;5;0;0;0
110028;14;0;0;0
110028;15;0;0;0
110028;16;0;0;1
110028;17;0;2;0
110028;19;0;0;1
110028;21;0;0;1
110028;22;0;0;1
110028;23;0;0;1
110028;24;0;0;0
110028;26;1;0;0
110028;27;1;0;2
110028;28;0;0;0
110028;30;1;1;1
110028;31;0;0;1
110028;33;0;0;1
110028;34;0;0;0
110028;36;0;0;0
110028;38;0;0;1
110028;40;0;0;1
110028;41;0;0;1
110028;42;2;0;0
110028;44;0;0;0
110028;45;1;0;1
110028;46;2;0;1
110028;48;0;0;0
110028;49;0;0;0
110028;50;0;0;0
110028;52;0;0;1
110028;54;0;1;0
110028;55;0;0;0
110028;56;0;0;0
110028;57;0;0;0
110028;58;0;0;0
110028;59;0;0;0
110028;60;0;0;0
110028;61;0;0;0
110028;62;0;0;0
110028;63;0;0;0
110028;64;0;0;0
110028;65;0;0;0
110028;66;0;0;0
110028;67;0;0;0
110028;68;0;0;0
110028;69;0;0;0
110028;70;0;0;0
110028;71;0;0;1
110028;72;0;0;0
110028;73;0;0;0
110028;74;0;0;2
110028;75;0;0;0
110028;76;0;0;0
110028;77;0;0;0
110028;78;0;0;0
110028;79;0;0;0
110028;80;0;0;0
110028;81;0;0;0
110028;82;0;0;0
110028;83;0;0;0
110028;84;0;0;0
110028;85;0;0;0
110028;86;0;0;0
110028;87;0;0;0
110028;88;0;0;0
110028;91;0;0;0
110028;92;0;0;0
110028;93;0;0;0
110028;94;0;0;0
110028;97;0;0;0
110028;99;0;0;0
110028;101;0;0;0
110028;103;0;0;0
110029;37;0;0;1
110029;42;0;0;0
110029;56;0;0;0
110029;58;0;0;0
110029;60;0;0;1
110029;73;0;0;0
110029;74;0;0;0
110029;76;0;0;0
110029;79;0;0;0
110029;85;0;0;0
110030;0;0;0;0
110030;1;0;0;0
110030;2;1;0;0
110030;5;0;0;0
110030;6;0;0;1
110030;7;0;0;0
110030;8;0;0;0
110030;11;0;0;1
110030;13;0;0;0
110030;15;1;0;0
110030;16;1;0;0
110030;17;1;0;0
110030;18;1;0;0
110030;19;0;0;0
110030;20;3;0;1
110030;21;1;0;3
110030;22;2;0;1
110030;23;1;0;0
110030;24;0;0;1
110030;25;1;0;1
110030;26;0;0;2
110030;27;0;0;0
110030;28;0;0;1
110030;30;0;0;1
110030;31;1;0;2
110030;32;2;0;1
110030;33;0;0;1
110030;34;1;0;1
110030;35;0;0;0
110030;36;1;0;0
110030;37;1;0;3
110030;38;0;0;2
110030;39;0;0;1
110030;40;1;0;0
110030;41;1;0;0
110030;42;1;0;1
110030;43;0;1;0
110030;44;0;0;1
110030;45;0;1;1
110030;46;0;0;2
110030;47;1;0;0
110030;48;0;0;1
110030;49;0;0;0
110030;50;1;0;0
110030;51;0;0;1
110030;52;1;0;0
110030;53;0;0;0
110030;54;0;0;0
110030;55;0;0;0
110030;56;0;0;0
110030;57;0;0;0
110030;58;0;0;0
110030;59;0;0;0
110030;60;0;0;0
110030;61;0;0;0
110030;62;1;0;0
110030;63;0;0;0
110030;64;0;0;1
110030;65;0;0;0
110030;66;0;0;1
110030;67;0;0;0
110030;68;0;0;0
110030;69;0;0;0
110030;70;0;0;0
110030;71;0;0;0
110030;72;0;0;0
110030;73;0;0;0
110030;74;0;0;1
110030;75;0;0;0
110030;76;0;0;0
110030;77;0;0;1
110030;78;0;0;0
110030;79;0;0;0
110030;80;0;0;0
110030;81;0;0;0
110030;82;0;0;0
110030;83;0;0;0
110030;84;0;0;0
110030;85;0;0;0
110030;86;0;0;0
110030;87;0;0;0
110030;88;0;0;0
110030;89;0;0;0
110030;90;0;0;0
110030;91;0;0;0
110030;92;0;0;0
110030;94;0;0;0
110030;96;0;0;0
110030;97;0;0;0
110030;98;0;0;0
110030;102;0;0;0
110030;NA;1;0;0
110032;17;1;0;0
110032;23;0;0;0
110032;25;0;0;0
110032;26;0;0;0
110032;29;0;0;1
110032;30;0;1;0
110032;31;1;0;1
110032;37;0;0;1
110032;44;0;0;0
110032;45;0;0;0
110032;46;0;0;0
110032;47;1;0;0
110032;49;1;0;0
110032;56;0;0;0
110032;57;1;0;0
110032;59;0;0;0
110032;60;0;0;0
110032;61;0;0;1
110032;65;0;0;0
110032;67;0;0;0
110032;70;0;0;0
110032;76;0;0;0
110032;77;0;0;0
110032;78;0;0;0
110032;80;0;0;0
110032;88;0;0;0
110032;89;0;0;0
110032;96;0;0;0
110033;0;0;0;0
110033;1;0;0;0
110033;4;0;0;1
110033;6;0;0;1
110033;15;0;0;0
110033;19;0;0;0
110033;27;0;0;0
110033;30;1;0;1
110033;31;0;0;0
110033;32;1;0;0
110033;37;0;0;1
110033;38;0;0;0
110033;40;0;0;0
110033;41;1;0;0
110033;42;0;0;0
110033;44;1;0;0
110033;46;1;0;0
110033;47;1;0;0
110033;48;1;0;0
110033;49;0;0;0
110033;50;0;0;0
110033;51;1;0;0
110033;52;0;0;0
110033;55;0;0;0
110033;57;0;0;0
110033;59;0;0;0
110033;62;0;0;0
110033;63;0;0;0
110033;64;0;0;0
110033;65;0;0;0
110033;66;0;0;0
110033;67;0;0;0
110033;68;0;0;0
110033;70;0;0;0
110033;72;0;0;0
110033;73;0;0;0
110033;74;0;0;0
110033;75;0;0;0
110033;77;0;0;0
110033;78;0;0;0
110033;80;0;0;0
110033;81;0;0;0
110033;82;0;0;0
110033;83;0;0;0
110033;85;0;0;0
110033;90;0;0;0
110033;94;0;0;0
110034;0;0;0;0
110034;20;0;0;1
110034;22;1;0;1
110034;23;0;0;1
110034;25;0;0;1
110034;41;0;0;1
110034;45;0;0;1
110034;47;0;0;0
110034;48;0;0;1
110034;50;0;0;0
110034;52;0;0;0
110034;53;0;1;0
110034;57;0;0;0
110034;67;0;0;0
